compound,tyre_age,lgb_deg,xgb_deg,cat_deg,ens_deg
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,-1.082387737280328,0.39228057861328125,0.5366386428798506,-0.025365073607147792
SOFT,10,-0.9283181215786698,1.5347824096679688,2.3348619006364686,1.0324967789605068
SOFT,15,-1.0080981359760983,1.60797119140625,2.381115676823171,1.0477199292123913
SOFT,20,-0.5440881150987735,2.22467041015625,2.1848516476945434,1.3319098287319804
SOFT,30,-0.4723994892893586,2.364654541015625,2.231120582301614,1.4174724805707797
SOFT,40,-0.4723994892893586,2.296783447265625,2.2309452647284473,1.3947971585638612
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,-1.6680649541925732,0.4314117431640625,-0.9558396057990706,-0.7196910405956203
SOFT,10,-1.3606939665036606,0.6807327270507812,-0.33129071311535085,-0.32084221015480807
SOFT,15,-1.439806923402486,0.17945098876953125,-0.15543254076069957,-0.45153316948751865
SOFT,20,-0.6861310735166057,-0.06661224365234375,0.09865076574797627,-0.2055157508057448
SOFT,30,-0.3991416287715168,0.479095458984375,-0.07472810121637963,0.00682712954943554
SOFT,40,-0.3991416287715168,0.26523590087890625,-0.07357747728109132,-0.06402702474883881
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,5.348359384988015,2.974090576171875,6.892518871749061,5.096791214893614
SOFT,10,4.851198571449217,2.937469482421875,5.9183316749211485,4.586408813508214
SOFT,15,3.173738482771867,2.5992507934570312,5.002969948886516,3.6214440073326983
SOFT,20,4.107539224136332,3.3865966796875,6.291038018254056,4.630225621129014
SOFT,30,4.896361600553149,3.9490203857421875,7.2063825560876325,5.387819803523854
SOFT,40,4.896361600553149,3.8059005737304688,7.206054652857773,5.340018940550507
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,0.14664701747412323,0.41544342041015625,-0.4897850222289435,0.013843044299022722
SOFT,10,-0.4039520039357569,0.5848846435546875,-0.8213836420491702,-0.22032761671781032
SOFT,15,-1.3404372420629187,-0.1216888427734375,-1.0876541456184157,-0.8460401713232528
SOFT,20,-1.4168939543307744,-0.48363494873046875,-1.2565429520764155,-1.0499145933022191
SOFT,30,-1.286341726255472,0.154541015625,-1.091550832381884,-0.7381934397677128
SOFT,40,-1.286341726255472,0.1386566162109375,-1.0917261499550506,-0.7435472403149106
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,0.4063900288034432,-0.962432861328125,0.31464913322645316,-0.08174362710832384
SOFT,10,1.5141479926068655,0.5799102783203125,0.23248557249118562,0.7550646432968904
SOFT,15,1.8199747568016136,1.0330276489257812,0.16927848096617026,0.9810296849913698
SOFT,20,2.1391827796266796,1.5113754272460938,0.2063315047014953,1.2546788483363684
SOFT,30,2.655604334363943,1.7582015991210938,0.058438212274779744,1.4491668503268613
SOFT,40,2.655604334363943,1.6575393676757812,0.05958883621005384,1.4160290761133467
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,3.1262670301908884,2.338348388671875,1.8025068249935003,2.4012272893869664
SOFT,10,3.735643506856661,2.3211593627929688,3.5202911361478897,3.189106979674875
SOFT,15,3.707222220225944,3.2701568603515625,2.8718903466173913,3.2697370246157362
SOFT,20,4.196694423723471,3.3827285766601562,4.480190625803161,4.024539442274303
SOFT,30,4.810364821959425,4.285926818847656,4.927216566380267,4.676453702022144
SOFT,40,4.810364821959425,4.158058166503906,4.928367190315541,4.634250981297711
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,1.0483406969563873,0.0608062744140625,-3.3762588387476598,-0.82661957147171
SOFT,10,-1.21885076292061,-1.210693359375,-5.140022867753217,-2.586161230024473
SOFT,15,-2.2708878956851066,-2.8865814208984375,-5.222226501836701,-3.507207521337037
SOFT,20,-2.2706216634824585,-2.826019287109375,-5.191717450695677,-3.476284594379507
SOFT,30,-1.669724935386526,-1.9317398071289062,-5.069668427945288,-2.9449410811077286
SOFT,40,-1.669724935386526,-2.0774917602539062,-5.06851780401,-2.9931023645414854
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,5.776477251562895,0.1856231689453125,-0.27195398021925143,1.800375536333874
SOFT,10,6.879614604089156,-1.11895751953125,0.7256335784974937,2.0644035367568705
SOFT,15,7.240416105100408,-0.19239044189453125,1.113222458281271,2.623072595420709
SOFT,20,7.360704863395185,0.160980224609375,1.1637285199073801,2.7966406934283725
SOFT,30,7.452203175381129,0.6245803833007812,1.6393493783948685,3.146329723048396
SOFT,40,7.452203175381129,0.4746551513671875,1.6405000023301568,3.0967779388458467
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,1.9234107068973572,4.337196350097656,3.114932557668297,3.143972312497965
SOFT,10,1.8392675605156512,4.813087463378906,2.0503222102361605,2.903859820177445
SOFT,15,1.9137771936908337,4.678520202636719,0.9495576495201874,2.498074737799868
SOFT,20,1.871281204929602,3.1751785278320312,1.2378535515493212,2.0844137063857033
SOFT,30,1.8518612911492198,3.6113204956054688,0.8526257498634635,2.0889725488875683
SOFT,40,1.8518612911492198,3.3362045288085938,0.8537763737987376,1.9977082836705904
MEDIUM,1,0.0,0.0,0.0,0.0
MEDIUM,5,2.183006536249323,0.2337188720703125,-0.05012359396258148,0.7532814747372214
MEDIUM,10,3.497862509812407,2.6748199462890625,1.5122179376898401,2.5298622913166895
MEDIUM,15,3.744236841553743,3.10467529296875,1.2622216509895878,2.663942714584408
MEDIUM,20,3.7248616640404606,3.0096435546875,0.7828743133555776,2.4586485583376287
MEDIUM,30,4.027839275737762,3.5286026000976562,0.32084269691044653,2.5663007855112028
MEDIUM,40,4.027839275737762,3.4670562744140625,0.320890850014095,2.5458109010700696
MEDIUM,1,0.0,0.0,0.0,0.0
MEDIUM,5,-0.622118589253688,0.27867889404296875,-0.2525696585983326,-0.19286292528806825
MEDIUM,10,1.139559776247097,0.9165573120117188,0.11668442143182745,0.7078722036894192
MEDIUM,15,1.2585695527590133,1.0336532592773438,0.4699810979810479,0.9081024134924149
MEDIUM,20,1.385588350328689,0.840423583984375,0.4192301892616115,0.8663057451778542
MEDIUM,30,1.33449685118849,1.3554229736328125,0.7411285050766594,1.134150757809408
MEDIUM,40,1.33449685118849,1.14923095703125,0.7411766581803079,1.0654661675634003
MEDIUM,1,0.0,0.0,0.0,0.0
MEDIUM,5,3.407124688151754,2.9615097045898438,0.7174673654240991,2.318903275561155
MEDIUM,10,4.869416916208664,4.054481506347656,0.9209376636553941,3.21831805589359
MEDIUM,15,4.787196333200441,4.038810729980469,0.46424781431427675,3.027434515032567
MEDIUM,20,4.847129552341087,4.029205322265625,-0.22779748703766245,2.801462342581516
MEDIUM,30,6.084088729115308,4.162345886230469,-0.09289683398283444,3.285587535559273
